Agricultural Zone,Month,Week,Rainfall (mm),Mean Temp. (*C),RHmean (%),SShr (hrs),WD (deg),WS (Km/hr),label
Khulna,November,1,45.75723798794876,26.222045546568552,77.21137710757449,49.36430910072987,176.07876961227558,3.432948301328037,robi lau (gourd)
Rajshahi,October,1,43.41462056192526,28.585131659557973,81.74494695914802,45.92924891441982,147.3827638538812,4.760091112112371,robi lau (gourd)
Mymensingh,August,1,72.30106875243277,29.224781542962436,85.22142461436503,33.34168317820389,152.59395092023354,6.041135759337095,robi lau (gourd)
Barisal,October,1,53.431568718155226,28.754857707195335,85.30412977667449,37.171575334125215,220.77863060514198,3.8813808710142963,robi lau (gourd)
Mymensingh,August,1,71.47616154523146,29.30176177122875,84.9772252438159,32.76732624711151,153.5584633216161,6.042034162745594,robi lau (gourd)
Rajshahi,October,1,43.817995512082014,28.568220895023064,81.82956717980626,45.68292752467723,143.33643473566596,4.6793187896339825,robi lau (gourd)
Dhaka,September,1,60.70999559930243,29.123486747208464,82.25784391098776,33.232366177797566,164.63951491793327,5.474160862425085,robi lau (gourd)
Cumilla,September,1,53.12449834977232,29.015689494953758,84.37767701415078,32.07591585129639,187.01358929338778,5.349617773365549,robi lau (gourd)
Cumilla,September,1,52.30979032902565,28.845547918820134,84.36286236532082,32.48604590057385,186.32512680944092,5.0624687354139475,robi lau (gourd)
Mymensingh,August,1,69.84447458479171,29.160312484502185,84.44354512620366,32.71196088804263,154.06617516273107,5.945840010067783,robi lau (gourd)
Chittagonj,October,2,75.33849870080424,28.20358491055369,82.19844799496371,47.11787516638092,203.7839096056913,6.604738755713072,robi lau (gourd)
Cumilla,September,1,53.32216530827149,28.831197847115654,84.38514361183198,31.453361892893053,187.46071790595826,5.431295544837236,robi lau (gourd)
Khulna,November,1,44.19786361370137,26.303750141480524,76.77345992463289,48.462110846465265,175.43085047029848,3.6616646254149843,robi lau (gourd)
Chittagonj,October,2,75.17936721378791,28.153857424864597,82.66414326902382,46.35208949545833,206.4516851578796,6.463332887200081,robi lau (gourd)
Jashore,October,1,46.80671941701805,29.219707561711033,81.74828391322052,40.72218173747874,193.1697828683265,3.1946010759873222,robi lau (gourd)
Dhaka,September,1,60.24262463321025,29.16317945387532,81.80040198912388,34.27963011460426,164.5026344723588,5.446032168673417,robi lau (gourd)
Mymensingh,August,1,71.19730894199112,29.147618316545433,84.90159555925892,33.33735987621534,153.1812533999946,5.993279135550651,robi lau (gourd)
Mymensingh,August,1,73.33451444027523,29.043872969524525,85.21703253979769,33.697592468821796,157.33341141178033,6.057888175473455,robi lau (gourd)
Mymensingh,August,1,73.00006549784459,29.24159101038882,84.51954070560775,32.629374452757276,155.7089196684356,6.25345916456147,robi lau (gourd)
Mymensingh,August,1,70.01018458527618,29.193184174008657,85.08009691642349,33.08566062203172,148.42225016978634,6.273334687763248,robi lau (gourd)
Jashore,October,1,42.98958499528412,29.17069341290934,81.43987880550777,39.33516147317201,198.49865818325102,2.751902260943258,robi lau (gourd)
Cumilla,September,1,53.020583892703684,28.871920019075542,84.53852203770838,32.307415105299064,184.5338143582422,5.239780600114127,robi lau (gourd)
Dhaka,September,1,60.95578542289267,29.14914773395404,82.35761185370984,33.357551304696166,165.68293721997296,5.57667396523721,robi lau (gourd)
Mymensingh,August,1,73.01173492794238,29.036741019054528,84.39683878777484,32.90738206178371,153.3661931120156,6.050183269895876,robi lau (gourd)
Mymensingh,August,1,73.32013617947415,29.187624777608665,84.6745984413166,32.96723275276928,152.78375991104045,6.126874236101383,robi lau (gourd)
Khulna,November,1,44.23199506422912,26.355829363409715,77.04739382291952,48.72406993269008,174.0185482280175,3.43596218839259,robi lau (gourd)
Rajshahi,October,1,44.69610630740215,28.66913829044249,81.90411382220353,46.05008214367107,149.56000713089512,4.717854480435622,robi lau (gourd)
Khulna,November,1,45.42745460107357,26.272475091352366,76.82235143215335,48.13858780506743,174.0512149761314,3.4716573033680787,robi lau (gourd)
Rajshahi,October,1,43.341355690398665,28.503226241299682,81.7931137447223,46.56223682624629,145.26315149253873,5.086409997768923,robi lau (gourd)
Bogra,October,1,50.669195748229065,28.598585689449504,82.59059006929343,45.110800673141874,169.55102068826537,4.791665802802637,robi lau (gourd)
Rajshahi,October,1,43.43172392402873,28.47230703470845,81.945224970971,46.22676112821519,148.9638696028431,4.789744823250179,robi lau (gourd)
Jashore,October,1,43.56335555893968,29.019308917253078,81.40175092683238,40.49156561910271,196.38581101944757,3.063583973782548,robi lau (gourd)
Dhaka,September,1,61.118918248381945,29.12891872643853,82.64515757871376,34.07256248165006,160.1328749446292,5.384031600920406,robi lau (gourd)
Cumilla,September,1,52.63156168838523,28.85546973579382,84.40611030329279,31.87946309838464,191.0865546239795,5.2462316039550005,robi lau (gourd)
Cumilla,September,1,52.79554630225673,28.707271463321465,84.18955708218807,31.547427304580413,189.0250336152044,5.213457325895764,robi lau (gourd)
Khulna,November,1,42.39307926357701,26.277370609871546,77.02564076684087,48.76018675254286,174.24789488190518,3.336133662571959,robi lau (gourd)
Rajshahi,October,1,43.77412096370545,28.48120350923695,81.72631807870766,46.072679327130025,142.16057453620226,4.871932028792263,robi lau (gourd)
Jashore,October,1,44.35334247801102,29.06299596386434,81.92068714706683,39.767981806877245,195.39634769748403,3.083995893227104,robi lau (gourd)
Barisal,October,1,55.97874959589655,28.60003431175825,85.2007338734476,36.61161579395415,219.87263140437926,3.856323844332775,robi lau (gourd)
Mymensingh,August,1,70.22391235320295,28.938906237474782,84.64839116810012,33.75019528628283,155.02416207751276,5.807544603862943,robi lau (gourd)
Khulna,November,1,43.04236814749939,26.28103511698149,76.58769452436775,47.87516749938279,174.81513997745478,3.4410655525133436,robi lau (gourd)
Mymensingh,August,1,71.35758840453522,29.045588404411337,84.91997025203685,32.768604932118485,151.90871778019525,6.268053647444251,robi lau (gourd)
Cumilla,September,1,52.52237093784714,28.86660341507241,84.22708475259896,32.65192176208033,181.49717977272297,5.155019903506983,robi lau (gourd)
Rajshahi,October,1,43.59852436714137,28.57666288723243,82.12825095810814,46.64069809103282,145.18371889085535,4.87944390969543,robi lau (gourd)
Cumilla,September,1,53.719919906473166,28.685658334622918,84.39884908095665,32.68178573628367,182.4834972463654,5.424336475885724,robi lau (gourd)
Khulna,November,1,44.54836778921334,26.40116326621416,76.61175156088234,49.20136958037375,175.46294195106822,3.445493918119203,robi lau (gourd)
Dhaka,September,1,57.39603209717893,29.15493776867504,82.44173042721447,32.83093884503595,166.27156627931257,5.305204064879969,robi lau (gourd)
Jashore,October,1,46.9232965689135,29.006501615347418,81.74484038328707,39.35399641488435,196.27681370639976,2.9360097435486088,robi lau (gourd)
Jashore,October,1,45.00027149940548,29.158993927344753,81.74674843441157,41.14521954864846,197.34979145855493,3.082512320899487,robi lau (gourd)
Rajshahi,October,1,41.57275928491957,28.61642836793598,81.67986997364659,44.70378848741768,147.10561379154908,4.925889915478903,robi lau (gourd)
Bogra,October,1,52.39714218862073,28.543100157256994,82.93636026065526,42.78638314355594,172.64596235569863,5.05610396245899,robi lau (gourd)
Jashore,October,1,43.55029918935957,29.051690198643325,81.66939001924005,40.651459440020886,200.23820447243676,3.1981205897213085,robi lau (gourd)
Mymensingh,August,1,72.12071754908183,29.15176178403984,84.75734551633172,33.13436171768925,150.9331110092081,6.234624336336029,robi lau (gourd)
Bogra,October,1,50.86155371823202,28.588856700563248,82.6378491882843,43.54097160931252,168.96498637445384,4.7730571179099455,robi lau (gourd)
Bogra,October,1,49.855890231297245,28.737815548581402,82.46395627221011,43.752143868857786,172.490559337473,5.285916548674192,robi lau (gourd)
Jashore,October,1,42.91802128670425,29.159604040306494,81.8501855752745,39.97367320366913,193.44572930307152,3.1540716288796524,robi lau (gourd)
Barisal,October,1,55.949111817418846,28.58920035717646,84.59569423727065,35.37541720105174,221.2753407252592,4.0978304901834965,robi lau (gourd)
Khulna,November,1,44.62500733088231,26.3688095849256,76.55851273044718,48.17181600545086,169.56191997059256,3.422315741707428,robi lau (gourd)
Chittagonj,October,2,74.86949544549296,28.311460715562543,82.76350016787764,45.638429695453056,200.23747304227697,6.738372211726933,robi lau (gourd)
Chittagonj,October,2,73.47104871315061,28.46457697141655,82.54918298275645,45.97563572801611,200.95611521259127,6.564569856575577,robi lau (gourd)
Dhaka,September,1,60.80454553922776,29.412696744956452,82.57399538256078,31.67200994487587,164.61329059810504,5.579763591993723,robi lau (gourd)
Barisal,October,1,54.576367567069575,28.599156151814597,84.87630435419533,36.09551424691465,220.63710701989433,3.981634737598892,robi lau (gourd)
Dhaka,September,1,61.13968090328161,29.12015603746773,82.44700841711199,33.13800802882238,164.5158165811602,5.268904604750973,robi lau (gourd)
Mymensingh,August,1,73.97041272971235,29.0028356582939,84.35978462683562,32.68246315298932,153.31093301849188,6.185275407866845,robi lau (gourd)
Rajshahi,October,1,45.715856819744424,28.686778963629877,82.28464600213138,45.893814256737926,142.52686963586706,4.772129084507905,robi lau (gourd)
Cumilla,September,1,52.22539895828131,28.75690097325596,84.18218717401953,32.691279875538626,183.5297352259842,5.2032933046307095,robi lau (gourd)
Bogra,October,1,49.718823515814755,28.59686353344109,82.16960816672706,43.82768450596494,171.9741774380448,5.034848958498367,robi lau (gourd)
Mymensingh,August,1,73.69714935130862,29.112389181899374,84.05716568870909,32.98452778407612,146.92961681504607,6.309792758879328,robi lau (gourd)
Dhaka,September,1,61.80247106050474,29.225403380123637,82.5804336264823,33.26004652091777,160.50854407395477,5.515865702007347,robi lau (gourd)
Rajshahi,October,1,44.08570560085873,28.696280701826087,82.17126463017611,45.68748056119678,145.92067762172945,4.923005973182331,robi lau (gourd)
Rajshahi,October,1,42.86830999579733,28.611015059213962,81.4081444090133,45.827034048784526,146.37292484323936,5.024604937740695,robi lau (gourd)
Chittagonj,October,2,76.4892303760686,28.281685317767273,82.46928265938696,46.55257357579417,202.07194351109513,6.63421161310635,robi lau (gourd)
Chittagonj,October,2,75.13294663772133,28.416389120040265,82.59815585205378,46.12648499248494,201.7011440962754,6.785359387223562,robi lau (gourd)
Dhaka,September,1,60.98716261965803,29.20964092736289,82.27729759744071,34.27455411215,165.40970328276956,5.331455304146741,robi lau (gourd)
Cumilla,September,1,51.54596303462187,28.725423045861618,84.29221563106454,31.27696249577293,185.8585925760389,5.474567885823655,robi lau (gourd)
Mymensingh,August,1,70.33826595234582,29.051371884348058,84.53870484229711,33.80808765705629,153.20119126950095,6.193410851985499,robi lau (gourd)
Jashore,February,1,6.542048889150175,19.032733544063426,59.819542088027,46.25772439832253,185.3762568550265,3.220491994838303,robi onion
Dhaka,November,1,12.361656551508569,25.99677490544247,73.2000177484644,52.083518244278174,190.97330926427802,3.7362884682586532,robi onion
Rangpur,December,1,-2.2526608427371353,22.986009818495287,72.64386345492377,53.58105302398112,202.310556738873,5.262801507874116,robi onion
Jashore,February,1,5.712286291036515,19.24830949361953,59.10230147476489,48.32861475542816,183.52422202550133,3.295968225847247,robi onion
Dhaka,November,1,12.323662466793731,25.748753314215296,74.26021769602377,52.03104186426734,189.55798198114752,3.7023884189535967,robi onion
Rangpur,December,1,-0.41958603334818667,22.885332526419926,72.05738048020699,55.200991096137294,202.6299871241154,5.0055212628990216,robi onion
Jashore,February,1,9.430372599578847,19.61712347145032,60.20849266499068,45.90873413825672,189.03735492633785,3.1860704361935808,robi onion
Dhaka,November,1,11.797464550994395,26.071682858984154,73.26094654566731,50.36235434349293,189.31419522938745,3.506009126283152,robi onion
Rangpur,December,1,5.518867774053988,22.460548276627936,70.79743986756203,53.79118148289915,205.74502192632994,5.097536215942837,robi onion
Chittagonj,December,1,-1.4817465006677315,22.780295080839952,72.39376547606328,56.19004182294497,201.75833984225744,5.311762283649146,robi onion
Rangpur,December,1,1.9434758746651384,22.709683541916494,72.87256713244348,54.2361851225689,206.8651699092717,5.077047316523952,robi onion
Bogra,August,1,65.35003730478071,29.649576452234655,83.41429334389044,35.64689851187846,144.5663990965472,6.243674575401745,robi onion
Chittagonj,December,1,-0.4205112278464387,23.12379266681749,73.22173603322116,54.76933075548163,203.83797475948975,4.9566987102115645,robi onion
Rajshahi,December,1,-1.1690620749809737,20.412154551971316,75.04506270259675,49.50097136065105,129.92799828895664,5.773488641224026,robi onion
Faridpur,November,1,11.61739133261214,26.80596511811184,77.16577800836932,49.3367012923245,202.16520986664298,2.8754586780688296,robi onion
Rajshahi,December,1,0.983200094175071,20.433814007094636,74.7159682346875,48.925335667574814,130.6211383445001,5.8710021944849755,robi onion
Mymensingh,November,1,4.70491218529323,25.15419997293838,75.5119563279936,53.74087547864304,181.0432356256149,3.872991419407908,robi onion
Faridpur,November,1,11.626493070566857,26.665406734778898,75.8973242165247,48.16487292885131,195.68689005151944,2.8115594001455193,robi onion
Dhaka,November,1,10.837873809433301,26.02683073062098,74.5707834566785,51.28538216965447,189.22501614263157,3.7637480501045557,robi onion
Rajshahi,December,1,-1.387769545411947,20.286461997046914,74.16801020218625,48.746700401795394,133.33530209550048,5.762172341436042,robi onion
Jashore,February,1,7.107094015891345,19.546521316229665,60.354666976184355,47.85577166032245,190.67886878711724,3.257308136699328,robi onion
Mymensingh,November,1,5.2723783908926745,25.118910023057524,77.04439389019767,52.79917829672651,179.03710776206842,3.7090475849846603,robi onion
Chittagonj,December,1,0.022284668518059436,22.748267962869587,71.68662738726971,54.01293721111122,204.69999512191762,5.209816761056417,robi onion
